GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C7L001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,Standard Metropolitan Statistical Area Name,Standard Metropolitan Statistical Area Code,County Name,County Code,County Subdivision Code,Place Name,Place Code,Census Tract Code,Block Group Code,Block Code,Enumeration District Indicator Code,Enumeration District Code,Standard Consolidated Statistical Area Code,Urban Area Code,Congressional District Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,MCD Sequence Number Code,5-Digit Zip Code Code,Area Name,Total
"G240884003300346","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Forest Heights","0346",,,,,,,,,,,,"FOREST HEIGHTS TOWN",2999
"G240884003300347","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Forestville","0347",,,,,,,,,,,,"FORESTVILLE %CDP<",16401
"G240884003300358","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Friendly","0358",,,,,,,,,,,,"FRIENDLY %CDP<",8848
"G240884003300404","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Glassmanor","0404",,,,,,,,,,,,"GLASSMANOR %CDP<",7751
"G240884003300405","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Glenarden","0405",,,,,,,,,,,,"GLENARDEN TOWN",4993
"G240884003300412","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Glenn Dale","0412",,,,,,,,,,,,"GLENN DALE %CDP<",5106
"G240884003300414","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Goddard","0414",,,,,,,,,,,,"GODDARD %CDP<",6147
"G240884003300435","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Greenbelt","0435",,,,,,,,,,,,"GREENBELT CITY",17332
"G240884003300493","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Hillandale","0493",,,,,,,,,,,,"HILLANDALE %CDP<",2435
"G240884003300495","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Hillcrest Heights","0495",,,,,,,,,,,,"HILLCREST HEIGHTS %CDP<",17021
"G240884003300510","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Hyattsville","0510",,,,,,,,,,,,"HYATTSVILLE CITY",12709
"G240884003300526","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Kentland","0526",,,,,,,,,,,,"KENTLAND %CDP<",8596
"G240884003300527","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Kettering","0527",,,,,,,,,,,,"KETTERING %CDP<",6972
"G240884003300534","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Landover","0534",,,,,,,,,,,,"LANDOVER %CDP<",5374
"G240884003300535","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Landover Hills","0535",,,,,,,,,,,,"LANDOVER HILLS TOWN",1428
"G240884003300540","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Langley Park","0540",,,,,,,,,,,,"LANGLEY PARK %CDP<",11114
"G240884003300542","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Lanham-Seabrook","0542",,,,,,,,,,,,"LANHAM-SEABROOK %CDP<",15814
"G240884003300553","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Largo","0553",,,,,,,,,,,,"LARGO %CDP<",5557
"G240884003300555","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Laurel","0555",,,,,,,,,,,,"LAUREL CITY",12103
"G240884003300607","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Marlow Heights","0607",,,,,,,,,,,,"MARLOW HEIGHTS %CDP<",5824
"G240884003300635","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Morningside","0635",,,,,,,,,,,,"MORNINGSIDE TOWN",1395
"G240884003300650","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Mount Rainier","0650",,,,,,,,,,,,"MOUNT RAINIER CITY",7361
"G240884003300663","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"New Carrollton","0663",,,,,,,,,,,,"NEW CARROLLTON CITY",12632
"G240884003300680","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"North Brentwood","0680",,,,,,,,,,,,"NORTH BRENTWOOD TOWN",580
"G240884003300747","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Oxon Hill","0747",,,,,,,,,,,,"OXON HILL %CDP<",36267
"G240884003300748","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Palmer Park","0748",,,,,,,,,,,,"PALMER PARK %CDP<",7986
"G240884003300835","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Riverdale","0835",,,,,,,,,,,,"RIVERDALE TOWN",4748
"G240884003300875","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Seat Pleasant","0875",,,,,,,,,,,,"SEAT PLEASANT CITY",5217
"G240884003300926","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"South Laurel","0926",,,,,,,,,,,,"SOUTH LAUREL %CDP<",18034
"G240884003300940","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Suitland-Silver Hill","0940",,,,,,,,,,,,"SUITLAND-SILVER HILL %CDP<",32164
"G240884003300950","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Takoma Park","0950",,,,,,,,,,,,"TAKOMA PARK CITY",4900
"G240884003300957","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Tantallon","0957",,,,,,,,,,,,"TANTALLON %CDP<",9945
"G240884003300958","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Temple Hills","0958",,,,,,,,,,,,"TEMPLE HILLS %CDP<",6630
"G240884003300990","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"University Park","0990",,,,,,,,,,,,"UNIVERSITY PARK TOWN",2536
"G240884003300995","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Upper Marlboro","0995",,,,,,,,,,,,"UPPER MARLBORO TOWN",828
"G240884003301007","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Walker Mill","1007",,,,,,,,,,,,"WALKER MILL %CDP<",10651
"G240884003301053","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,"Woodlawn","1053",,,,,,,,,,,,"WOODLAWN %CDP<",5306
"G240884003309999","1980","3","5","Maryland","24","WASHINGTON, D.C.-MD.-VA.","8840","Prince Georges","033",,,"9999",,,,,,,,,,,,"REMAINDER OF PRINCE GEORGE@S",84577
"G240916001500145","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"Cecilton","0145",,,,,,"77",,,,,,"CECILTON TOWN",508
"G240916001500155","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"Charlestown","0155",,,,,,"77",,,,,,"CHARLESTOWN TOWN",720
"G240916001500165","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"Chesapeake City","0165",,,,,,"77",,,,,,"CHESAPEAKE CITY TOWN",899
"G240916001500315","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"Elkton","0315",,,,,,"77",,,,,,"ELKTON TOWN",6468
"G240916001500690","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"North East","0690",,,,,,"77",,,,,,"NORTH EAST TOWN",1469
"G240916001500760","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"Perryville","0760",,,,,,"77",,,,,,"PERRYVILLE TOWN",2018
"G240916001500790","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"Port Deposit","0790",,,,,,"77",,,,,,"PORT DEPOSIT TOWN",664
"G240916001500830","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,"Rising Sun","0830",,,,,,"77",,,,,,"RISING SUN TOWN",1160
"G240916001509999","1980","3","5","Maryland","24","WILMINGTON, DEL.-N.J.-MD.","9160","Cecil","015",,,"9999",,,,,,"77",,,,,,"REMAINDER OF CECIL",46524
"G240999900900160","1980","3","5","Maryland","24",,"9999","Calvert","009",,"Chesapeake Beach","0160",,,,,,,,,,,,"CHESAPEAKE BEACH TOWN",1408
"G240999900900593","1980","3","5","Maryland","24",,"9999","Calvert","009",,"Long Beach-Calvert Beach","0593",,,,,,,,,,,,"LONG BEACH-CALVERT BEACH %CDP<",1203
"G240999900900675","1980","3","5","Maryland","24",,"9999","Calvert","009",,"North Beach","0675",,,,,,,,,,,,"NORTH BEACH TOWN",1504
"G240999900900803","1980","3","5","Maryland","24",,"9999","Calvert","009",,"Prince Frederick","0803",,,,,,,,,,,,"PRINCE FREDERICK %CDP<",1805
"G240999900909999","1980","3","5","Maryland","24",,"9999","Calvert","009",,,"9999",,,,,,,,,,,,"REMAINDER OF CALVERT",28718
"G240999901100265","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Denton","0265",,,,,,,,,,,,"DENTON TOWN",1927
"G240999901100343","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Federalsburg","0343",,,,,,,,,,,,"FEDERALSBURG TOWN",1952
"G240999901100420","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Goldsboro","0420",,,,,,,,,,,,"GOLDSBORO TOWN",188
"G240999901100445","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Greensboro","0445",,,,,,,,,,,,"GREENSBORO TOWN",1253
"G240999901100485","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Henderson","0485",,,,,,,,,,,,"HENDERSON TOWN",156
"G240999901100500","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Hillsboro","0500",,,,,,,,,,,,"HILLSBORO TOWN",180
"G240999901100610","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Marydel","0610",,,,,,,,,,,,"MARYDEL TOWN",152
"G240999901100800","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Preston","0800",,,,,,,,,,,,"PRESTON TOWN",498
"G240999901100825","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Ridgely","0825",,,,,,,,,,,,"RIDGELY TOWN",933
"G240999901100960","1980","3","5","Maryland","24",,"9999","Caroline","011",,"Templeville","0960",,,,,,,,,,,,"TEMPLEVILLE TOWN",36
"G240999901109999","1980","3","5","Maryland","24",,"9999","Caroline","011",,,"9999",,,,,,,,,,,,"REMAINDER OF CAROLINE",15868
"G240999901900105","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Brookview","0105",,,,,,,,,,,,"BROOKVIEW TOWN",78
"G240999901900120","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Cambridge","0120",,,,,,,,,,,,"CAMBRIDGE CITY",11703
"G240999901900190","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Church Creek","0190",,,,,,,,,,,,"CHURCH CREEK TOWN",124
"G240999901900285","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"East New Market","0285",,,,,,,,,,,,"EAST NEW MARKET TOWN",230
"G240999901900310","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Eldorado","0310",,,,,,,,,,,,"ELDORADO TOWN",93
"G240999901900395","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Galestown","0395",,,,,,,,,,,,"GALESTOWN TOWN",142
"G240999901900505","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Hurlock","0505",,,,,,,,,,,,"HURLOCK TOWN",1690
"G240999901900880","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Secretary","0880",,,,,,,,,,,,"SECRETARY TOWN",487
"G240999901901000","1980","3","5","Maryland","24",,"9999","Dorchester","019",,"Vienna","1000",,,,,,,,,,,,"VIENNA TOWN",300
"G240999901909999","1980","3","5","Maryland","24",,"9999","Dorchester","019",,,"9999",,,,,,,,,,,,"REMAINDER OF DORCHESTER",15776
"G240999902100087","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Braddock Heights","0087",,,,,,,,,,,,"BRADDOCK HEIGHTS %CDP<",4223
"G240999902100110","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Brunswick","0110",,,,,,,,,,,,"BRUNSWICK TOWN",4572
"G240999902100112","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Burkittsville","0112",,,,,,,,,,,,"BURKITTSVILLE TOWN",202
"G240999902100130","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Cascade-Highfield","0130",,,,,,,,,,,,"CASCADE-HIGHFIELD %CDP<",46
"G240999902100211","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Clover Hill","0211",,,,,,,,,,,,"CLOVER HILL %CDP<",1724
"G240999902100268","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Discovery","0268",,,,,,,,,,,,"DISCOVERY %CDP<",2328
"G240999902100330","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Emmitsburg","0330",,,,,,,,,,,,"EMMITSBURG TOWN",1552
"G240999902100355","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Frederick","0355",,,,,,,,,,,,"FREDERICK CITY",28086
"G240999902100447","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Green Valley","0447",,,,,,,,,,,,"GREEN VALLEY %CDP<",4504
"G240999902100620","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Middletown","0620",,,,,,,,,,,,"MIDDLETOWN TOWN",1748
"G240999902100645","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Mount Airy","0645",,,,,,,,,,,,"MOUNT AIRY TOWN",540
"G240999902100660","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Myersville","0660",,,,,,,,,,,,"MYERSVILLE TOWN",432
"G240999902100665","1980","3","5","Maryland","24",,"9999","Frederick","021",,"New Market","0665",,,,,,,,,,,,"NEW MARKET TOWN",306
"G240999902100855","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Rosemont","0855",,,,,,,,,,,,"ROSEMONT TOWN",305
"G240999902100965","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Thurmont","0965",,,,,,,,,,,,"THURMONT TOWN",2934
"G240999902101010","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Walkersville","1010",,,,,,,,,,,,"WALKERSVILLE TOWN",2212
"G240999902101060","1980","3","5","Maryland","24",,"9999","Frederick","021",,"Woodsboro","1060",,,,,,,,,,,,"WOODSBORO TOWN",506
"G240999902109999","1980","3","5","Maryland","24",,"9999","Frederick","021",,,"9999",,,,,,,,,,,,"REMAINDER OF FREDERICK",58572
"G240999902300006","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Accident","0006",,,,,,,,,,,,"ACCIDENT TOWN",246
"G240999902300255","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Deer Park","0255",,,,,,,,,,,,"DEER PARK TOWN",486
"G240999902300360","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Friendsville","0360",,,,,,,,,,,,"FRIENDSVILLE TOWN",511
"G240999902300425","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Grantsville","0425",,,,,,,,,,,,"GRANTSVILLE TOWN",498
"G240999902300530","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Kitzmillerville","0530",,,,,,,,,,,,"KITZMILLERVILLE TOWN",387
"G240999902300580","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Loch Lynn Heights","0580",,,,,,,,,,,,"LOCH LYNN HEIGHTS TOWN",503
"G240999902300640","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Mountain Lake Park","0640",,,,,,,,,,,,"MOUNTAIN LAKE PARK TOWN",1597
"G240999902300700","1980","3","5","Maryland","24",,"9999","Garrett","023",,"Oakland","0700",,,,,,,,,,,,"OAKLAND TOWN",1994
"G240999902309999","1980","3","5","Maryland","24",,"9999","Garrett","023",,,"9999",,,,,,,,,,,,"REMAINDER OF GARRETT",20276
"G240999902900070","1980","3","5","Maryland","24",,"9999","Kent","029",,"Betterton","0070",,,,,,,,,,,,"BETTERTON TOWN",356
"G240999902900170","1980","3","5","Maryland","24",,"9999","Kent","029",,"Chestertown","0170",,,,,,,,,,,,"CHESTERTOWN TOWN",3300
"G240999902900390","1980","3","5","Maryland","24",,"9999","Kent","029",,"Galena","0390",,,,,,,,,,,,"GALENA TOWN",374
"G240999902900630","1980","3","5","Maryland","24",,"9999","Kent","029",,"Millington","0630",,,,,,,,,,,,"MILLINGTON TOWN",512
"G240999902900845","1980","3","5","Maryland","24",,"9999","Kent","029",,"Rock Hall","0845",,,,,,,,,,,,"ROCK HALL TOWN",1511
"G240999902909999","1980","3","5","Maryland","24",,"9999","Kent","029",,,"9999",,,,,,,,,,,,"REMAINDER OF KENT",10642
"G240999903500030","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Barclay","0030",,,,,,,,,,,,"BARCLAY TOWN",132
"G240999903500150","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Centreville","0150",,,,,,,,,,,,"CENTREVILLE TOWN",2018
"G240999903500195","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Church Hill","0195",,,,,,,,,,,,"CHURCH HILL TOWN",319
"G240999903500430","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Grasonville","0430",,,,,,,,,,,,"GRASONVILLE %CDP<",1910
"G240999903500528","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Kingstown","0528",,,,,,,,,,,,"KINGSTOWN %CDP<",1192
"G240999903500630","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Millington","0630",,,,,,,,,,,,"MILLINGTON TOWN",34
"G240999903500810","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Queen Anne","0810",,,,,,,,,,,,"QUEEN ANNE TOWN",131
"G240999903500815","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Queenstown","0815",,,,,,,,,,,,"QUEENSTOWN TOWN",491
"G240999903500935","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Sudlersville","0935",,,,,,,,,,,,"SUDLERSVILLE TOWN",443
"G240999903500960","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,"Templeville","0960",,,,,,,,,,,,"TEMPLEVILLE TOWN",60
"G240999903509999","1980","3","5","Maryland","24",,"9999","Queen Anne's","035",,,"9999",,,,,,,,,,,,"REMAINDER OF QUEEN ANNE@S",18778
"G240999903700116","1980","3","5","Maryland","24",,"9999","St Mary's","037",,"California","0116",,,,,,,,,,,,"CALIFORNIA %CDP<",5770
"G240999903700157","1980","3","5","Maryland","24",,"9999","St Mary's","037",,"Charlotte Hall","0157",,,,,,,,,,,,"CHARLOTTE HALL %CDP<",1013
"G240999903700416","1980","3","5","Maryland","24",,"9999","St Mary's","037",,"Golden Beach","0416",,,,,,,,,,,,"GOLDEN BEACH %CDP<",2098
"G240999903700570","1980","3","5","Maryland","24",,"9999","St Mary's","037",,"Leonardtown","0570",,,,,,,,,,,,"LEONARDTOWN TOWN",1448
"G240999903700574","1980","3","5","Maryland","24",,"9999","St Mary's","037",,"Lexington Park","0574",,,,,,,,,,,,"LEXINGTON PARK %CDP<",10361
"G240999903709999","1980","3","5","Maryland","24",,"9999","St Mary's","037",,,"9999",,,,,,,,,,,,"REMAINDER OF ST. MARY@S",39205
"G240999903900240","1980","3","5","Maryland","24",,"9999","Somerset","039",,"Crisfield","0240",,,,,,,,,,,,"CRISFIELD CITY",2924
"G240999903900562","1980","3","5","Maryland","24",,"9999","Somerset","039",,"Lawsonia","0562",,,,,,,,,,,,"LAWSONIA %CDP<",1687
"G240999903900805","1980","3","5","Maryland","24",,"9999","Somerset","039",,"Princess Anne","0805",,,,,,,,,,,,"PRINCESS ANNE TOWN",1499
"G240999903909999","1980","3","5","Maryland","24",,"9999","Somerset","039",,,"9999",,,,,,,,,,,,"REMAINDER OF SOMERSET",13078
"G240999904100290","1980","3","5","Maryland","24",,"9999","Talbot","041",,"Easton","0290",,,,,,,,,,,,"EASTON TOWN",7536
"G240999904100745","1980","3","5","Maryland","24",,"9999","Talbot","041",,"Oxford","0745",,,,,,,,,,,,"OXFORD TOWN",754
"G240999904100810","1980","3","5","Maryland","24",,"9999","Talbot","041",,"Queen Anne","0810",,,,,,,,,,,,"QUEEN ANNE TOWN",128
"G240999904100860","1980","3","5","Maryland","24",,"9999","Talbot","041",,"St. Michaels","0860",,,,,,,,,,,,"ST. MICHAELS TOWN",1301
"G240999904100980","1980","3","5","Maryland","24",,"9999","Talbot","041",,"Trappe","0980",,,,,,,,,,,,"TRAPPE TOWN",739
"G240999904109999","1980","3","5","Maryland","24",,"9999","Talbot","041",,,"9999",,,,,,,,,,,,"REMAINDER OF TALBOT",15146
"G240999904500260","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Delmar","0260",,,,,,,,,,,,"DELMAR TOWN",1232
"G240999904500370","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Fruitland","0370",,,,,,,,,,,,"FRUITLAND CITY",2694
"G240999904500480","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Hebron","0480",,,,,,,,,,,,"HEBRON TOWN",714
"G240999904500605","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Mardela Springs","0605",,,,,,,,,,,,"MARDELA SPRINGS TOWN",320
"G240999904500770","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Pittsville","0770",,,,,,,,,,,,"PITTSVILLE TOWN",519
"G240999904500865","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Salisbury","0865",,,,,,,,,,,,"SALISBURY CITY",16429
"G240999904500895","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Sharptown","0895",,,,,,,,,,,,"SHARPTOWN TOWN",654
"G240999904501040","1980","3","5","Maryland","24",,"9999","Wicomico","045",,"Willards","1040",,,,,,,,,,,,"WILLARDS TOWN",540
"G240999904509999","1980","3","5","Maryland","24",,"9999","Wicomico","045",,,"9999",,,,,,,,,,,,"REMAINDER OF WICOMICO",41438
"G240999904700055","1980","3","5","Maryland","24",,"9999","Worcester","047",,"Berlin","0055",,,,,,,,,,,,"BERLIN TOWN",2162
"G240999904700705","1980","3","5","Maryland","24",,"9999","Worcester","047",,"Ocean City","0705",,,,,,,,,,,,"OCEAN CITY TOWN",4946
"G240999904700775","1980","3","5","Maryland","24",,"9999","Worcester","047",,"Pocomoke City","0775",,,,,,,,,,,,"POCOMOKE CITY CITY",3558
"G240999904700910","1980","3","5","Maryland","24",,"9999","Worcester","047",,"Snow Hill","0910",,,,,,,,,,,,"SNOW HILL TOWN",2192
"G240999904709999","1980","3","5","Maryland","24",,"9999","Worcester","047",,,"9999",,,,,,,,,,,,"REMAINDER OF WORCESTER",18031
"G280092004500060","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Hancock","045",,"Bay St. Louis","0060",,,,,,,,,,,,"BAY ST. LOUIS CITY",7891
"G280092004500328","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Hancock","045",,"Diamondhead","0328",,,,,,,,,,,,"DIAMONDHEAD %CDP<",1011
"G280092004501415","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Hancock","045",,"Waveland","1415",,,,,,,,,,,,"WAVELAND CITY",4186
"G280092004509999","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Hancock","045",,,"9999",,,,,,,,,,,,"REMAINDER OF HANCOCK",11449
"G280092004700110","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"Biloxi","0110",,,,,,,,,,,,"BILOXI CITY",49311
"G280092004700330","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"D'Iberville","0330",,,,,,,,,,,,"D@IBERVILLE %CDP<",6240
"G280092004700515","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"Gulfport","0515",,,,,,,,,,,,"GULFPORT CITY",39676
"G280092004700548","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"Henderson Point","0548",,,,,,,,,,,,"HENDERSON POINT %CDP<",1114
"G280092004700690","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"Long Beach","0690",,,,,,,,,,,,"LONG BEACH CITY",7967
"G280092004700906","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"North Gulfport","0906",,,,,,,,,,,,"NORTH GULFPORT %CDP<",6660
"G280092004700907","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"North Long Beach","0907",,,,,,,,,,,,"NORTH LONG BEACH %CDP<",7063
"G280092004700943","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"Orange Grove","0943",,,,,,,,,,,,"ORANGE GROVE %CDP<",13476
"G280092004700980","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,"Pass Christian","0980",,,,,,,,,,,,"PASS CHRISTIAN CITY",5014
"G280092004709999","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Harrison","047",,,"9999",,,,,,,,,,,,"REMAINDER OF HARRISON",21144
"G280092013101460","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Stone","131",,"Wiggins","1460",,,,,,,,,,,,"WIGGINS CITY",3205
"G280092013109999","1980","3","6","Mississippi","28","BILOXI-GULFPORT, MISS.","0920","Stone","131",,,"9999",,,,,,,,,,,,"REMAINDER OF STONE",6511
"G280356004900125","1980","3","6","Mississippi","28","JACKSON, MISS.","3560","Hinds","049",,"Bolton","0125",,,,,,,,,,,,"BOLTON TOWN",664
"G280356004900240","1980","3","6","Mississippi","28","JACKSON, MISS.","3560","Hinds","049",,"Clinton","0240",,,,,,,,,,,,"CLINTON CITY",14660
"G280356004900380","1980","3","6","Mississippi","28","JACKSON, MISS.","3560","Hinds","049",,"Edwards","0380",,,,,,,,,,,,"EDWARDS TOWN",1515
"G280356004900615","1980","3","6","Mississippi","28","JACKSON, MISS.","3560","Hinds","049",,"Jackson","0615",,,,,,,,,,,,"JACKSON CITY",202893
