GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C7L001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,Standard Metropolitan Statistical Area Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Block Code,Enumeration District Indicator Code,Enumeration District Code,Standard Consolidated Statistical Area Code,Urban Area Code,Congressional District Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,MCD Sequence Number Code,5-Digit Zip Code Code,Area Name,Total
"G4601030","1980","2","4","South Dakota","46",,"Pennington","103",,,,,,,,,,,,,,"PENNINGTON COUNTY",70361
"G4601050","1980","2","4","South Dakota","46",,"Perkins","105",,,,,,,,,,,,,,"PERKINS COUNTY",4700
"G4601070","1980","2","4","South Dakota","46",,"Potter","107",,,,,,,,,,,,,,"POTTER COUNTY",3674
"G4601090","1980","2","4","South Dakota","46",,"Roberts","109",,,,,,,,,,,,,,"ROBERTS COUNTY",10911
"G4601110","1980","2","4","South Dakota","46",,"Sanborn","111",,,,,,,,,,,,,,"SANBORN COUNTY",3213
"G4601130","1980","2","4","South Dakota","46",,"Shannon","113",,,,,,,,,,,,,,"SHANNON COUNTY",11323
"G4601150","1980","2","4","South Dakota","46",,"Spink","115",,,,,,,,,,,,,,"SPINK COUNTY",9201
"G4601170","1980","2","4","South Dakota","46",,"Stanley","117",,,,,,,,,,,,,,"STANLEY COUNTY",2533
"G4601190","1980","2","4","South Dakota","46",,"Sully","119",,,,,,,,,,,,,,"SULLY COUNTY",1990
"G4601210","1980","2","4","South Dakota","46",,"Todd","121",,,,,,,,,,,,,,"TODD COUNTY",7328
"G4601230","1980","2","4","South Dakota","46",,"Tripp","123",,,,,,,,,,,,,,"TRIPP COUNTY",7268
"G4601250","1980","2","4","South Dakota","46",,"Turner","125",,,,,,,,,,,,,,"TURNER COUNTY",9255
"G4601270","1980","2","4","South Dakota","46",,"Union","127",,,,,,,,,,,,,,"UNION COUNTY",10938
"G4601290","1980","2","4","South Dakota","46",,"Walworth","129",,,,,,,,,,,,,,"WALWORTH COUNTY",7011
"G4601350","1980","2","4","South Dakota","46",,"Yankton","135",,,,,,,,,,,,,,"YANKTON COUNTY",18952
"G4601370","1980","2","4","South Dakota","46",,"Ziebach","137",,,,,,,,,,,,,,"ZIEBACH COUNTY",2308
"G4700010","1980","3","6","Tennessee","47","3840","Anderson","001",,,,,,,,,,,,,,"ANDERSON COUNTY",67346
"G4700030","1980","3","6","Tennessee","47",,"Bedford","003",,,,,,,,,,,,,,"BEDFORD COUNTY",27916
"G4700050","1980","3","6","Tennessee","47",,"Benton","005",,,,,,,,,,,,,,"BENTON COUNTY",14901
"G4700070","1980","3","6","Tennessee","47",,"Bledsoe","007",,,,,,,,,,,,,,"BLEDSOE COUNTY",9478
"G4700090","1980","3","6","Tennessee","47","3840","Blount","009",,,,,,,,,,,,,,"BLOUNT COUNTY",77770
"G4700110","1980","3","6","Tennessee","47",,"Bradley","011",,,,,,,,,,,,,,"BRADLEY COUNTY",67547
"G4700130","1980","3","6","Tennessee","47",,"Campbell","013",,,,,,,,,,,,,,"CAMPBELL COUNTY",34923
"G4700150","1980","3","6","Tennessee","47",,"Cannon","015",,,,,,,,,,,,,,"CANNON COUNTY",10234
"G4700170","1980","3","6","Tennessee","47",,"Carroll","017",,,,,,,,,,,,,,"CARROLL COUNTY",28285
"G4700190","1980","3","6","Tennessee","47","3660","Carter","019",,,,,,,,,,,,,,"CARTER COUNTY",50205
"G4700210","1980","3","6","Tennessee","47","5360","Cheatham","021",,,,,,,,,,,,,,"CHEATHAM COUNTY",21616
"G4700230","1980","3","6","Tennessee","47",,"Chester","023",,,,,,,,,,,,,,"CHESTER COUNTY",12727
"G4700250","1980","3","6","Tennessee","47",,"Claiborne","025",,,,,,,,,,,,,,"CLAIBORNE COUNTY",24595
"G4700270","1980","3","6","Tennessee","47",,"Clay","027",,,,,,,,,,,,,,"CLAY COUNTY",7676
"G4700290","1980","3","6","Tennessee","47",,"Cocke","029",,,,,,,,,,,,,,"COCKE COUNTY",28792
"G4700310","1980","3","6","Tennessee","47",,"Coffee","031",,,,,,,,,,,,,,"COFFEE COUNTY",38311
"G4700330","1980","3","6","Tennessee","47",,"Crockett","033",,,,,,,,,,,,,,"CROCKETT COUNTY",14941
"G4700350","1980","3","6","Tennessee","47",,"Cumberland","035",,,,,,,,,,,,,,"CUMBERLAND COUNTY",28676
"G4700370","1980","3","6","Tennessee","47","5360","Davidson","037",,,,,,,,,,,,,,"DAVIDSON COUNTY",477811
"G4700390","1980","3","6","Tennessee","47",,"Decatur","039",,,,,,,,,,,,,,"DECATUR COUNTY",10857
"G4700410","1980","3","6","Tennessee","47",,"DeKalb","041",,,,,,,,,,,,,,"DE KALB COUNTY",13589
"G4700430","1980","3","6","Tennessee","47","5360","Dickson","043",,,,,,,,,,,,,,"DICKSON COUNTY",30037
"G4700450","1980","3","6","Tennessee","47",,"Dyer","045",,,,,,,,,,,,,,"DYER COUNTY",34663
"G4700470","1980","3","6","Tennessee","47",,"Fayette","047",,,,,,,,,,,,,,"FAYETTE COUNTY",25305
"G4700490","1980","3","6","Tennessee","47",,"Fentress","049",,,,,,,,,,,,,,"FENTRESS COUNTY",14826
"G4700510","1980","3","6","Tennessee","47",,"Franklin","051",,,,,,,,,,,,,,"FRANKLIN COUNTY",31983
"G4700530","1980","3","6","Tennessee","47",,"Gibson","053",,,,,,,,,,,,,,"GIBSON COUNTY",49467
"G4700550","1980","3","6","Tennessee","47",,"Giles","055",,,,,,,,,,,,,,"GILES COUNTY",24625
"G4700570","1980","3","6","Tennessee","47",,"Grainger","057",,,,,,,,,,,,,,"GRAINGER COUNTY",16751
"G4700590","1980","3","6","Tennessee","47",,"Greene","059",,,,,,,,,,,,,,"GREENE COUNTY",54422
"G4700610","1980","3","6","Tennessee","47",,"Grundy","061",,,,,,,,,,,,,,"GRUNDY COUNTY",13787
"G4700630","1980","3","6","Tennessee","47",,"Hamblen","063",,,,,,,,,,,,,,"HAMBLEN COUNTY",49300
"G4700650","1980","3","6","Tennessee","47","1560","Hamilton","065",,,,,,,,,,,,,,"HAMILTON COUNTY",287740
"G4700670","1980","3","6","Tennessee","47",,"Hancock","067",,,,,,,,,,,,,,"HANCOCK COUNTY",6887
"G4700690","1980","3","6","Tennessee","47",,"Hardeman","069",,,,,,,,,,,,,,"HARDEMAN COUNTY",23873
"G4700710","1980","3","6","Tennessee","47",,"Hardin","071",,,,,,,,,,,,,,"HARDIN COUNTY",22280
"G4700730","1980","3","6","Tennessee","47","3660","Hawkins","073",,,,,,,,,,,,,,"HAWKINS COUNTY",43751
"G4700750","1980","3","6","Tennessee","47",,"Haywood","075",,,,,,,,,,,,,,"HAYWOOD COUNTY",20318
"G4700770","1980","3","6","Tennessee","47",,"Henderson","077",,,,,,,,,,,,,,"HENDERSON COUNTY",21390
"G4700790","1980","3","6","Tennessee","47",,"Henry","079",,,,,,,,,,,,,,"HENRY COUNTY",28656
"G4700810","1980","3","6","Tennessee","47",,"Hickman","081",,,,,,,,,,,,,,"HICKMAN COUNTY",15151
"G4700830","1980","3","6","Tennessee","47",,"Houston","083",,,,,,,,,,,,,,"HOUSTON COUNTY",6871
"G4700850","1980","3","6","Tennessee","47",,"Humphreys","085",,,,,,,,,,,,,,"HUMPHREYS COUNTY",15957
"G4700870","1980","3","6","Tennessee","47",,"Jackson","087",,,,,,,,,,,,,,"JACKSON COUNTY",9398
"G4700890","1980","3","6","Tennessee","47",,"Jefferson","089",,,,,,,,,,,,,,"JEFFERSON COUNTY",31284
"G4700910","1980","3","6","Tennessee","47",,"Johnson","091",,,,,,,,,,,,,,"JOHNSON COUNTY",13745
"G4700930","1980","3","6","Tennessee","47","3840","Knox","093",,,,,,,,,,,,,,"KNOX COUNTY",319694
"G4700950","1980","3","6","Tennessee","47",,"Lake","095",,,,,,,,,,,,,,"LAKE COUNTY",7455
"G4700970","1980","3","6","Tennessee","47",,"Lauderdale","097",,,,,,,,,,,,,,"LAUDERDALE COUNTY",24555
"G4700990","1980","3","6","Tennessee","47",,"Lawrence","099",,,,,,,,,,,,,,"LAWRENCE COUNTY",34110
"G4701010","1980","3","6","Tennessee","47",,"Lewis","101",,,,,,,,,,,,,,"LEWIS COUNTY",9700
"G4701030","1980","3","6","Tennessee","47",,"Lincoln","103",,,,,,,,,,,,,,"LINCOLN COUNTY",26483
"G4701050","1980","3","6","Tennessee","47",,"Loudon","105",,,,,,,,,,,,,,"LOUDON COUNTY",28553
"G4701070","1980","3","6","Tennessee","47",,"McMinn","107",,,,,,,,,,,,,,"MCMINN COUNTY",41878
"G4701090","1980","3","6","Tennessee","47",,"McNairy","109",,,,,,,,,,,,,,"MCNAIRY COUNTY",22525
"G4701110","1980","3","6","Tennessee","47",,"Macon","111",,,,,,,,,,,,,,"MACON COUNTY",15700
"G4701130","1980","3","6","Tennessee","47",,"Madison","113",,,,,,,,,,,,,,"MADISON COUNTY",74546
"G4701150","1980","3","6","Tennessee","47","1560","Marion","115",,,,,,,,,,,,,,"MARION COUNTY",24416
"G4701170","1980","3","6","Tennessee","47",,"Marshall","117",,,,,,,,,,,,,,"MARSHALL COUNTY",19698
"G4701190","1980","3","6","Tennessee","47",,"Maury","119",,,,,,,,,,,,,,"MAURY COUNTY",51095
"G4701210","1980","3","6","Tennessee","47",,"Meigs","121",,,,,,,,,,,,,,"MEIGS COUNTY",7431
"G4701230","1980","3","6","Tennessee","47",,"Monroe","123",,,,,,,,,,,,,,"MONROE COUNTY",28700
"G4701250","1980","3","6","Tennessee","47","1660","Montgomery","125",,,,,,,,,,,,,,"MONTGOMERY COUNTY",83342
"G4701270","1980","3","6","Tennessee","47",,"Moore","127",,,,,,,,,,,,,,"MOORE COUNTY",4510
"G4701290","1980","3","6","Tennessee","47",,"Morgan","129",,,,,,,,,,,,,,"MORGAN COUNTY",16604
"G4701310","1980","3","6","Tennessee","47",,"Obion","131",,,,,,,,,,,,,,"OBION COUNTY",32781
"G4701330","1980","3","6","Tennessee","47",,"Overton","133",,,,,,,,,,,,,,"OVERTON COUNTY",17575
"G4701350","1980","3","6","Tennessee","47",,"Perry","135",,,,,,,,,,,,,,"PERRY COUNTY",6111
"G4701370","1980","3","6","Tennessee","47",,"Pickett","137",,,,,,,,,,,,,,"PICKETT COUNTY",4358
"G4701390","1980","3","6","Tennessee","47",,"Polk","139",,,,,,,,,,,,,,"POLK COUNTY",13602
"G4701410","1980","3","6","Tennessee","47",,"Putnam","141",,,,,,,,,,,,,,"PUTNAM COUNTY",47690
"G4701430","1980","3","6","Tennessee","47",,"Rhea","143",,,,,,,,,,,,,,"RHEA COUNTY",24235
"G4701450","1980","3","6","Tennessee","47",,"Roane","145",,,,,,,,,,,,,,"ROANE COUNTY",48425
"G4701470","1980","3","6","Tennessee","47","5360","Robertson","147",,,,,,,,,,,,,,"ROBERTSON COUNTY",37021
"G4701490","1980","3","6","Tennessee","47","5360","Rutherford","149",,,,,,,,,,,,,,"RUTHERFORD COUNTY",84058
"G4701510","1980","3","6","Tennessee","47",,"Scott","151",,,,,,,,,,,,,,"SCOTT COUNTY",19259
"G4701530","1980","3","6","Tennessee","47","1560","Sequatchie","153",,,,,,,,,,,,,,"SEQUATCHIE COUNTY",8605
"G4701550","1980","3","6","Tennessee","47",,"Sevier","155",,,,,,,,,,,,,,"SEVIER COUNTY",41418
"G4701570","1980","3","6","Tennessee","47","4920","Shelby","157",,,,,,,,,,,,,,"SHELBY COUNTY",777113
"G4701590","1980","3","6","Tennessee","47",,"Smith","159",,,,,,,,,,,,,,"SMITH COUNTY",14935
"G4701610","1980","3","6","Tennessee","47",,"Stewart","161",,,,,,,,,,,,,,"STEWART COUNTY",8665
"G4701630","1980","3","6","Tennessee","47","3660","Sullivan","163",,,,,,,,,,,,,,"SULLIVAN COUNTY",143968
"G4701650","1980","3","6","Tennessee","47","5360","Sumner","165",,,,,,,,,,,,,,"SUMNER COUNTY",85790
"G4701670","1980","3","6","Tennessee","47","4920","Tipton","167",,,,,,,,,,,,,,"TIPTON COUNTY",32930
"G4701690","1980","3","6","Tennessee","47",,"Trousdale","169",,,,,,,,,,,,,,"TROUSDALE COUNTY",6137
"G4701710","1980","3","6","Tennessee","47","3660","Unicoi","171",,,,,,,,,,,,,,"UNICOI COUNTY",16362
"G4701730","1980","3","6","Tennessee","47","3840","Union","173",,,,,,,,,,,,,,"UNION COUNTY",11707
"G4701750","1980","3","6","Tennessee","47",,"Van Buren","175",,,,,,,,,,,,,,"VAN BUREN COUNTY",4728
"G4701770","1980","3","6","Tennessee","47",,"Warren","177",,,,,,,,,,,,,,"WARREN COUNTY",32653
"G4701790","1980","3","6","Tennessee","47","3660","Washington","179",,,,,,,,,,,,,,"WASHINGTON COUNTY",88755
"G4701810","1980","3","6","Tennessee","47",,"Wayne","181",,,,,,,,,,,,,,"WAYNE COUNTY",13946
"G4701830","1980","3","6","Tennessee","47",,"Weakley","183",,,,,,,,,,,,,,"WEAKLEY COUNTY",32896
"G4701850","1980","3","6","Tennessee","47",,"White","185",,,,,,,,,,,,,,"WHITE COUNTY",19567
"G4701870","1980","3","6","Tennessee","47","5360","Williamson","187",,,,,,,,,,,,,,"WILLIAMSON COUNTY",58108
"G4701890","1980","3","6","Tennessee","47","5360","Wilson","189",,,,,,,,,,,,,,"WILSON COUNTY",56064
"G4800010","1980","3","7","Texas","48",,"Anderson","001",,,,,,,,,,,,,,"ANDERSON COUNTY",38381
"G4800030","1980","3","7","Texas","48",,"Andrews","003",,,,,,,,,,,,,,"ANDREWS COUNTY",13323
"G4800050","1980","3","7","Texas","48",,"Angelina","005",,,,,,,,,,,,,,"ANGELINA COUNTY",64172
"G4800070","1980","3","7","Texas","48",,"Aransas","007",,,,,,,,,,,,,,"ARANSAS COUNTY",14260
"G4800090","1980","3","7","Texas","48",,"Archer","009",,,,,,,,,,,,,,"ARCHER COUNTY",7266
"G4800110","1980","3","7","Texas","48",,"Armstrong","011",,,,,,,,,,,,,,"ARMSTRONG COUNTY",1994
"G4800130","1980","3","7","Texas","48",,"Atascosa","013",,,,,,,,,,,,,,"ATASCOSA COUNTY",25055
"G4800150","1980","3","7","Texas","48",,"Austin","015",,,,,,,,,,,,,,"AUSTIN COUNTY",17726
"G4800170","1980","3","7","Texas","48",,"Bailey","017",,,,,,,,,,,,,,"BAILEY COUNTY",8168
"G4800190","1980","3","7","Texas","48",,"Bandera","019",,,,,,,,,,,,,,"BANDERA COUNTY",7084
"G4800210","1980","3","7","Texas","48",,"Bastrop","021",,,,,,,,,,,,,,"BASTROP COUNTY",24726
"G4800230","1980","3","7","Texas","48",,"Baylor","023",,,,,,,,,,,,,,"BAYLOR COUNTY",4919
"G4800250","1980","3","7","Texas","48",,"Bee","025",,,,,,,,,,,,,,"BEE COUNTY",26030
"G4800270","1980","3","7","Texas","48","3810","Bell","027",,,,,,,,,,,,,,"BELL COUNTY",157889
"G4800290","1980","3","7","Texas","48","7240","Bexar","029",,,,,,,,,,,,,,"BEXAR COUNTY",988800
"G4800310","1980","3","7","Texas","48",,"Blanco","031",,,,,,,,,,,,,,"BLANCO COUNTY",4681
"G4800330","1980","3","7","Texas","48",,"Borden","033",,,,,,,,,,,,,,"BORDEN COUNTY",859
"G4800350","1980","3","7","Texas","48",,"Bosque","035",,,,,,,,,,,,,,"BOSQUE COUNTY",13401
"G4800370","1980","3","7","Texas","48","8360","Bowie","037",,,,,,,,,,,,,,"BOWIE COUNTY",75301
"G4800390","1980","3","7","Texas","48","3360","Brazoria","039",,,,,,,,"42",,,,,,"BRAZORIA COUNTY",169587
"G4800410","1980","3","7","Texas","48","1260","Brazos","041",,,,,,,,,,,,,,"BRAZOS COUNTY",93588
"G4800430","1980","3","7","Texas","48",,"Brewster","043",,,,,,,,,,,,,,"BREWSTER COUNTY",7573
"G4800450","1980","3","7","Texas","48",,"Briscoe","045",,,,,,,,,,,,,,"BRISCOE COUNTY",2579
"G4800470","1980","3","7","Texas","48",,"Brooks","047",,,,,,,,,,,,,,"BROOKS COUNTY",8428
"G4800490","1980","3","7","Texas","48",,"Brown","049",,,,,,,,,,,,,,"BROWN COUNTY",33057
"G4800510","1980","3","7","Texas","48",,"Burleson","051",,,,,,,,,,,,,,"BURLESON COUNTY",12313
"G4800530","1980","3","7","Texas","48",,"Burnet","053",,,,,,,,,,,,,,"BURNET COUNTY",17803
"G4800550","1980","3","7","Texas","48",,"Caldwell","055",,,,,,,,,,,,,,"CALDWELL COUNTY",23637
"G4800570","1980","3","7","Texas","48",,"Calhoun","057",,,,,,,,,,,,,,"CALHOUN COUNTY",19574
"G4800590","1980","3","7","Texas","48","0040","Callahan","059",,,,,,,,,,,,,,"CALLAHAN COUNTY",10992
"G4800610","1980","3","7","Texas","48","1240","Cameron","061",,,,,,,,,,,,,,"CAMERON COUNTY",209727
"G4800630","1980","3","7","Texas","48",,"Camp","063",,,,,,,,,,,,,,"CAMP COUNTY",9275
"G4800650","1980","3","7","Texas","48",,"Carson","065",,,,,,,,,,,,,,"CARSON COUNTY",6672
"G4800670","1980","3","7","Texas","48",,"Cass","067",,,,,,,,,,,,,,"CASS COUNTY",29430
"G4800690","1980","3","7","Texas","48",,"Castro","069",,,,,,,,,,,,,,"CASTRO COUNTY",10556
"G4800710","1980","3","7","Texas","48",,"Chambers","071",,,,,,,,,,,,,,"CHAMBERS COUNTY",18538
"G4800730","1980","3","7","Texas","48",,"Cherokee","073",,,,,,,,,,,,,,"CHEROKEE COUNTY",38127
"G4800750","1980","3","7","Texas","48",,"Childress","075",,,,,,,,,,,,,,"CHILDRESS COUNTY",6950
"G4800770","1980","3","7","Texas","48","9080","Clay","077",,,,,,,,,,,,,,"CLAY COUNTY",9582
"G4800790","1980","3","7","Texas","48",,"Cochran","079",,,,,,,,,,,,,,"COCHRAN COUNTY",4825
"G4800810","1980","3","7","Texas","48",,"Coke","081",,,,,,,,,,,,,,"COKE COUNTY",3196
"G4800830","1980","3","7","Texas","48",,"Coleman","083",,,,,,,,,,,,,,"COLEMAN COUNTY",10439
"G4800850","1980","3","7","Texas","48","1920","Collin","085",,,,,,,,,,,,,,"COLLIN COUNTY",144576
"G4800870","1980","3","7","Texas","48",,"Collingsworth","087",,,,,,,,,,,,,,"COLLINGSWORTH COUNTY",4648
"G4800890","1980","3","7","Texas","48",,"Colorado","089",,,,,,,,,,,,,,"COLORADO COUNTY",18823
"G4800910","1980","3","7","Texas","48","7240","Comal","091",,,,,,,,,,,,,,"COMAL COUNTY",36446
"G4800930","1980","3","7","Texas","48",,"Comanche","093",,,,,,,,,,,,,,"COMANCHE COUNTY",12617
"G4800950","1980","3","7","Texas","48",,"Concho","095",,,,,,,,,,,,,,"CONCHO COUNTY",2915
"G4800970","1980","3","7","Texas","48",,"Cooke","097",,,,,,,,,,,,,,"COOKE COUNTY",27656
"G4800990","1980","3","7","Texas","48","3810","Coryell","099",,,,,,,,,,,,,,"CORYELL COUNTY",56767
"G4801010","1980","3","7","Texas","48",,"Cottle","101",,,,,,,,,,,,,,"COTTLE COUNTY",2947
"G4801030","1980","3","7","Texas","48",,"Crane","103",,,,,,,,,,,,,,"CRANE COUNTY",4600
"G4801050","1980","3","7","Texas","48",,"Crockett","105",,,,,,,,,,,,,,"CROCKETT COUNTY",4608
"G4801070","1980","3","7","Texas","48",,"Crosby","107",,,,,,,,,,,,,,"CROSBY COUNTY",8859
"G4801090","1980","3","7","Texas","48",,"Culberson","109",,,,,,,,,,,,,,"CULBERSON COUNTY",3315
"G4801110","1980","3","7","Texas","48",,"Dallam","111",,,,,,,,,,,,,,"DALLAM COUNTY",6531
"G4801130","1980","3","7","Texas","48","1920","Dallas","113",,,,,,,,,,,,,,"DALLAS COUNTY",1556390
"G4801150","1980","3","7","Texas","48",,"Dawson","115",,,,,,,,,,,,,,"DAWSON COUNTY",16184
"G4801170","1980","3","7","Texas","48",,"Deaf Smith","117",,,,,,,,,,,,,,"DEAF SMITH COUNTY",21165
"G4801190","1980","3","7","Texas","48",,"Delta","119",,,,,,,,,,,,,,"DELTA COUNTY",4839
"G4801210","1980","3","7","Texas","48","1920","Denton","121",,,,,,,,,,,,,,"DENTON COUNTY",143126
"G4801230","1980","3","7","Texas","48",,"DeWitt","123",,,,,,,,,,,,,,"DE WITT COUNTY",18903
"G4801250","1980","3","7","Texas","48",,"Dickens","125",,,,,,,,,,,,,,"DICKENS COUNTY",3539
"G4801270","1980","3","7","Texas","48",,"Dimmit","127",,,,,,,,,,,,,,"DIMMIT COUNTY",11367
"G4801290","1980","3","7","Texas","48",,"Donley","129",,,,,,,,,,,,,,"DONLEY COUNTY",4075
"G4801310","1980","3","7","Texas","48",,"Duval","131",,,,,,,,,,,,,,"DUVAL COUNTY",12517
"G4801330","1980","3","7","Texas","48",,"Eastland","133",,,,,,,,,,,,,,"EASTLAND COUNTY",19480
"G4801350","1980","3","7","Texas","48","5800","Ector","135",,,,,,,,,,,,,,"ECTOR COUNTY",115374
"G4801370","1980","3","7","Texas","48",,"Edwards","137",,,,,,,,,,,,,,"EDWARDS COUNTY",2033
"G4801390","1980","3","7","Texas","48","1920","Ellis","139",,,,,,,,,,,,,,"ELLIS COUNTY",59743
"G4801410","1980","3","7","Texas","48","2320","El Paso","141",,,,,,,,,,,,,,"EL PASO COUNTY",479899
"G4801430","1980","3","7","Texas","48",,"Erath","143",,,,,,,,,,,,,,"ERATH COUNTY",22560
"G4801450","1980","3","7","Texas","48",,"Falls","145",,,,,,,,,,,,,,"FALLS COUNTY",17946
"G4801470","1980","3","7","Texas","48",,"Fannin","147",,,,,,,,,,,,,,"FANNIN COUNTY",24285
"G4801490","1980","3","7","Texas","48",,"Fayette","149",,,,,,,,,,,,,,"FAYETTE COUNTY",18832
"G4801510","1980","3","7","Texas","48",,"Fisher","151",,,,,,,,,,,,,,"FISHER COUNTY",5891
"G4801530","1980","3","7","Texas","48",,"Floyd","153",,,,,,,,,,,,,,"FLOYD COUNTY",9834
"G4801550","1980","3","7","Texas","48",,"Foard","155",,,,,,,,,,,,,,"FOARD COUNTY",2158
"G4801570","1980","3","7","Texas","48","3360","Fort Bend","157",,,,,,,,"42",,,,,,"FORT BEND COUNTY",130846
"G4801590","1980","3","7","Texas","48",,"Franklin","159",,,,,,,,,,,,,,"FRANKLIN COUNTY",6893
"G4801610","1980","3","7","Texas","48",,"Freestone","161",,,,,,,,,,,,,,"FREESTONE COUNTY",14830
"G4801630","1980","3","7","Texas","48",,"Frio","163",,,,,,,,,,,,,,"FRIO COUNTY",13785
"G4801650","1980","3","7","Texas","48",,"Gaines","165",,,,,,,,,,,,,,"GAINES COUNTY",13150
"G4801670","1980","3","7","Texas","48","2920","Galveston","167",,,,,,,,"42",,,,,,"GALVESTON COUNTY",195940
"G4801690","1980","3","7","Texas","48",,"Garza","169",,,,,,,,,,,,,,"GARZA COUNTY",5336
"G4801710","1980","3","7","Texas","48",,"Gillespie","171",,,,,,,,,,,,,,"GILLESPIE COUNTY",13532
"G4801730","1980","3","7","Texas","48",,"Glasscock","173",,,,,,,,,,,,,,"GLASSCOCK COUNTY",1304
"G4801750","1980","3","7","Texas","48",,"Goliad","175",,,,,,,,,,,,,,"GOLIAD COUNTY",5193
"G4801770","1980","3","7","Texas","48",,"Gonzales","177",,,,,,,,,,,,,,"GONZALES COUNTY",16883
"G4801790","1980","3","7","Texas","48",,"Gray","179",,,,,,,,,,,,,,"GRAY COUNTY",26386
"G4801810","1980","3","7","Texas","48","7640","Grayson","181",,,,,,,,,,,,,,"GRAYSON COUNTY",89796
"G4801830","1980","3","7","Texas","48","4420","Gregg","183",,,,,,,,,,,,,,"GREGG COUNTY",99487
"G4801850","1980","3","7","Texas","48",,"Grimes","185",,,,,,,,,,,,,,"GRIMES COUNTY",13580
"G4801870","1980","3","7","Texas","48","7240","Guadalupe","187",,,,,,,,,,,,,,"GUADALUPE COUNTY",46708
"G4801890","1980","3","7","Texas","48",,"Hale","189",,,,,,,,,,,,,,"HALE COUNTY",37592
"G4801910","1980","3","7","Texas","48",,"Hall","191",,,,,,,,,,,,,,"HALL COUNTY",5594
"G4801930","1980","3","7","Texas","48",,"Hamilton","193",,,,,,,,,,,,,,"HAMILTON COUNTY",8297
"G4801950","1980","3","7","Texas","48",,"Hansford","195",,,,,,,,,,,,,,"HANSFORD COUNTY",6209
"G4801970","1980","3","7","Texas","48",,"Hardeman","197",,,,,,,,,,,,,,"HARDEMAN COUNTY",6368
"G4801990","1980","3","7","Texas","48","0840","Hardin","199",,,,,,,,,,,,,,"HARDIN COUNTY",40721
"G4802010","1980","3","7","Texas","48","3360","Harris","201",,,,,,,,"42",,,,,,"HARRIS COUNTY",2409547
"G4802030","1980","3","7","Texas","48","4420","Harrison","203",,,,,,,,,,,,,,"HARRISON COUNTY",52265
"G4802050","1980","3","7","Texas","48",,"Hartley","205",,,,,,,,,,,,,,"HARTLEY COUNTY",3987
"G4802070","1980","3","7","Texas","48",,"Haskell","207",,,,,,,,,,,,,,"HASKELL COUNTY",7725
"G4802090","1980","3","7","Texas","48","0640","Hays","209",,,,,,,,,,,,,,"HAYS COUNTY",40594
"G4802110","1980","3","7","Texas","48",,"Hemphill","211",,,,,,,,,,,,,,"HEMPHILL COUNTY",5304
"G4802130","1980","3","7","Texas","48",,"Henderson","213",,,,,,,,,,,,,,"HENDERSON COUNTY",42606
"G4802150","1980","3","7","Texas","48","4880","Hidalgo","215",,,,,,,,,,,,,,"HIDALGO COUNTY",283229
"G4802170","1980","3","7","Texas","48",,"Hill","217",,,,,,,,,,,,,,"HILL COUNTY",25024
"G4802190","1980","3","7","Texas","48",,"Hockley","219",,,,,,,,,,,,,,"HOCKLEY COUNTY",23230
"G4802210","1980","3","7","Texas","48","1920","Hood","221",,,,,,,,,,,,,,"HOOD COUNTY",17714
"G4802230","1980","3","7","Texas","48",,"Hopkins","223",,,,,,,,,,,,,,"HOPKINS COUNTY",25247
"G4802250","1980","3","7","Texas","48",,"Houston","225",,,,,,,,,,,,,,"HOUSTON COUNTY",22299
"G4802270","1980","3","7","Texas","48",,"Howard","227",,,,,,,,,,,,,,"HOWARD COUNTY",33142
"G4802290","1980","3","7","Texas","48",,"Hudspeth","229",,,,,,,,,,,,,,"HUDSPETH COUNTY",2728
"G4802310","1980","3","7","Texas","48",,"Hunt","231",,,,,,,,,,,,,,"HUNT COUNTY",55248
"G4802330","1980","3","7","Texas","48",,"Hutchinson","233",,,,,,,,,,,,,,"HUTCHINSON COUNTY",26304
"G4802350","1980","3","7","Texas","48",,"Irion","235",,,,,,,,,,,,,,"IRION COUNTY",1386
"G4802370","1980","3","7","Texas","48",,"Jack","237",,,,,,,,,,,,,,"JACK COUNTY",7408
"G4802390","1980","3","7","Texas","48",,"Jackson","239",,,,,,,,,,,,,,"JACKSON COUNTY",13352
"G4802410","1980","3","7","Texas","48",,"Jasper","241",,,,,,,,,,,,,,"JASPER COUNTY",30781
"G4802430","1980","3","7","Texas","48",,"Jeff Davis","243",,,,,,,,,,,,,,"JEFF DAVIS COUNTY",1647
"G4802450","1980","3","7","Texas","48","0840","Jefferson","245",,,,,,,,,,,,,,"JEFFERSON COUNTY",250938
"G4802470","1980","3","7","Texas","48",,"Jim Hogg","247",,,,,,,,,,,,,,"JIM HOGG COUNTY",5168
"G4802490","1980","3","7","Texas","48",,"Jim Wells","249",,,,,,,,,,,,,,"JIM WELLS COUNTY",36498
